geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,postcode,easting,northing,gisfid,suburb,googlemaps_drive_to
"-38.0785940146, 145.3273999489","{""coordinates"": [145.3273999489, -38.0785940146], ""type"": ""Point""}",MGA2020 Zone 55,51319,Wheelers Park Dr/Alisma Bvd (Cranbourne North),-38.07859401465077,145.3273999488847,3977,353302,5784145,1321,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07859401465077,145.3273999488847/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9777380327, 145.222761986","{""coordinates"": [145.222761986, -37.9777380327], ""type"": ""Point""}",MGA2020 Zone 55,1349,Stud Rd/David St (Dandenong),-37.97773803267475,145.22276198604433,3175,343910,5795166,1765,Dandenong,"https://www.google.com.au/maps/dir//-37.97773803267475,145.22276198604433/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0819030442, 145.3338691347","{""coordinates"": [145.3338691347, -38.0819030442], ""type"": ""Point""}",MGA2020 Zone 55,51322,Arbourlea Bvd/Berwick-Cranbourne Rd (Cranbourne North),-38.08190304420155,145.333869134719,3977,353876,5783788,1324,Cranbourne North,"https://www.google.com.au/maps/dir//-38.08190304420155,145.333869134719/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9781530229, 145.2263839471","{""coordinates"": [145.2263839471, -37.9781530229], ""type"": ""Point""}",MGA2020 Zone 55,1350,Valley Village Mews Ret Village/David St (Dandenong),-37.97815302291051,145.22638394715287,3175,344229,5795126,1766,Dandenong,"https://www.google.com.au/maps/dir//-37.97815302291051,145.22638394715287/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1192110126, 145.3318920156","{""coordinates"": [145.3318920156, -38.1192110126], ""type"": ""Point""}",MGA2020 Zone 55,51325,Blundy Bvd/Pattersons Rd (Clyde North),-38.11921101259746,145.3318920156334,3978,353777,5779645,1327,Clyde North,"https://www.google.com.au/maps/dir//-38.11921101259746,145.3318920156334/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9805270428, 145.2265779864","{""coordinates"": [145.2265779864, -37.9805270428], ""type"": ""Point""}",MGA2020 Zone 55,1351,Jesson Cres/Ross St (Dandenong),-37.980527042831426,145.22657798636288,3175,344251,5794863,1767,Dandenong,"https://www.google.com.au/maps/dir//-37.980527042831426,145.22657798636288/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1200390121, 145.3362530664","{""coordinates"": [145.3362530664, -38.1200390121], ""type"": ""Point""}",MGA2020 Zone 55,51326,Hartleigh St/Pattersons Rd (Clyde),-38.12003901207024,145.3362530663665,3978,354161,5779560,1328,Clyde,"https://www.google.com.au/maps/dir//-38.12003901207024,145.3362530663665/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9855860328, 145.2256131809","{""coordinates"": [145.2256131809, -37.9855860328], ""type"": ""Point""}",MGA2020 Zone 55,1353,Sarona St/Ross St (Dandenong),-37.985586032823875,145.2256131809245,3175,344177,5794300,1769,Dandenong,"https://www.google.com.au/maps/dir//-37.985586032823875,145.2256131809245/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0604580216, 145.3379461491","{""coordinates"": [145.3379461491, -38.0604580216], ""type"": ""Point""}",MGA2020 Zone 55,51353,Eden Rise Village SC/Clyde Rd (Berwick),-38.06045802162058,145.33794614909294,3806,354191,5786174,1336,Berwick,"https://www.google.com.au/maps/dir//-38.06045802162058,145.33794614909294/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9865459724, 145.2295069401","{""coordinates"": [145.2295069401, -37.9865459724], ""type"": ""Point""}",MGA2020 Zone 55,1314,Robert Booth Reserve/Clow St (Dandenong),-37.98654597236752,145.22950694014563,3175,344521,5794200,1771,Dandenong,"https://www.google.com.au/maps/dir//-37.98654597236752,145.22950694014563/@your+location,17z/data=!4m2!4m1!3e0"
"-38.061291961, 145.3382921078","{""coordinates"": [145.3382921078, -38.061291961], ""type"": ""Point""}",MGA2020 Zone 55,51354,Eden Rise Village SC/Clyde Rd (Berwick),-38.06129196099613,145.33829210775332,3806,354223,5786082,1337,Berwick,"https://www.google.com.au/maps/dir//-38.06129196099613,145.33829210775332/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9831760134, 145.2212078621","{""coordinates"": [145.2212078621, -37.9831760134], ""type"": ""Point""}",MGA2020 Zone 55,14168,King St/Stud Rd (Dandenong),-37.983176013396864,145.22120786213654,3175,343785,5794560,1781,Dandenong,"https://www.google.com.au/maps/dir//-37.983176013396864,145.22120786213654/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0635059612, 145.3374090261","{""coordinates"": [145.3374090261, -38.0635059612], ""type"": ""Point""}",MGA2020 Zone 55,51355,Cresthaven Bvd/Clyde Rd (Berwick),-38.06350596116603,145.33740902611163,3806,354150,5785835,1338,Berwick,"https://www.google.com.au/maps/dir//-38.06350596116603,145.33740902611163/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9788720333, 145.2220178666","{""coordinates"": [145.2220178666, -37.9788720333], ""type"": ""Point""}",MGA2020 Zone 55,14170,Bruce St/Stud Rd (Dandenong),-37.978872033254376,145.2220178666178,3175,343847,5795039,1783,Dandenong,"https://www.google.com.au/maps/dir//-37.978872033254376,145.2220178666178/@your+location,17z/data=!4m2!4m1!3e0"
"-38.069298992, 145.336663102","{""coordinates"": [145.336663102, -38.069298992], ""type"": ""Point""}",MGA2020 Zone 55,51356,St Catherines PS/Clyde Rd (Berwick),-38.06929899197179,145.33666310203017,3806,354096,5785191,1339,Berwick,"https://www.google.com.au/maps/dir//-38.06929899197179,145.33666310203017/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9420689611, 145.2305408638","{""coordinates"": [145.2305408638, -37.9420689611], ""type"": ""Point""}",MGA2020 Zone 55,14172,Police Rd/Stud Rd (Rowville),-37.942068961069545,145.23054086383374,3178,344518,5799137,1784,Rowville,"https://www.google.com.au/maps/dir//-37.942068961069545,145.23054086383374/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0765060133, 145.296860061","{""coordinates"": [145.296860061, -38.0765060133], ""type"": ""Point""}",MGA2020 Zone 55,51399,Rosebank Dr/Narre Warren-Cranbourne Rd (Cranbourne North),-38.07650601332617,145.29686006103185,3977,350619,5784328,1343,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07650601332617,145.29686006103185/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9845849636, 145.2207870204","{""coordinates"": [145.2207870204, -37.9845849636], ""type"": ""Point""}",MGA2020 Zone 55,14226,King St/Stud Rd (Dandenong),-37.98458496364071,145.22078702037606,3175,343751,5794403,1785,Dandenong,"https://www.google.com.au/maps/dir//-37.98458496364071,145.22078702037606/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0769810338, 145.2948649418","{""coordinates"": [145.2948649418, -38.0769810338], ""type"": ""Point""}",MGA2020 Zone 55,48799,Rosebank Dr/Daphne Way (Cranbourne North),-38.07698103375903,145.29486494181205,3977,350445,5784272,1345,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07698103375903,145.29486494181205/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9783839634, 145.2219501866","{""coordinates"": [145.2219501866, -37.9783839634], ""type"": ""Point""}",MGA2020 Zone 55,14228,Bruce St/Stud Rd (Dandenong),-37.97838396342992,145.22195018660597,3175,343840,5795093,1787,Dandenong,"https://www.google.com.au/maps/dir//-37.97838396342992,145.22195018660597/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0503199718, 145.2852500629","{""coordinates"": [145.2852500629, -38.0503199718], ""type"": ""Point""}",MGA2020 Zone 55,41191,Narre Warren South P-12 College/Ormond Rd (Narre Warren South),-38.05031997184446,145.28525006286029,3805,349547,5787215,1352,Narre Warren South,"https://www.google.com.au/maps/dir//-38.05031997184446,145.28525006286029/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9812549636, 145.2151519447","{""coordinates"": [145.2151519447, -37.9812549636], ""type"": ""Point""}",MGA2020 Zone 55,2224,Cleeland Street Medical Centre/Cleeland St (Dandenong),-37.98125496363017,145.21515194467204,3175,343249,5794763,1800,Dandenong,"https://www.google.com.au/maps/dir//-37.98125496363017,145.21515194467204/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0566389613, 145.3387500325","{""coordinates"": [145.3387500325, -38.0566389613], ""type"": ""Point""}",MGA2020 Zone 55,41499,Homestead Rd/Clyde Rd (Berwick),-38.056638961325845,145.33875003249545,3806,354254,5786599,1353,Berwick,"https://www.google.com.au/maps/dir//-38.056638961325845,145.33875003249545/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9621780216, 145.2152041485","{""coordinates"": [145.2152041485, -37.9621780216], ""type"": ""Point""}",MGA2020 Zone 55,2332,Downard Cres/Devira St (Dandenong North),-37.962178021647844,145.21520414849837,3175,343213,5796880,1810,Dandenong North,"https://www.google.com.au/maps/dir//-37.962178021647844,145.21520414849837/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0589120009, 145.3446259469","{""coordinates"": [145.3446259469, -38.0589120009], ""type"": ""Point""}",MGA2020 Zone 55,45743,Lena Ct/Bemersyde Dr (Berwick),-38.058912000942456,145.3446259469313,3806,354774,5786356,1359,Berwick,"https://www.google.com.au/maps/dir//-38.058912000942456,145.3446259469313/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9558549832, 145.2166319044","{""coordinates"": [145.2166319044, -37.9558549832], ""type"": ""Point""}",MGA2020 Zone 55,2336,Pamir St/Loch Rd (Dandenong North),-37.955854983246006,145.21663190442393,3175,343325,5797584,1814,Dandenong North,"https://www.google.com.au/maps/dir//-37.955854983246006,145.21663190442393/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0579670009, 145.3466419457","{""coordinates"": [145.3466419457, -38.0579670009], ""type"": ""Point""}",MGA2020 Zone 55,45758,Thornley Dr/Bermersyde Dr (Berwick),-38.05796700087027,145.34664194574287,3806,354949,5786464,1362,Berwick,"https://www.google.com.au/maps/dir//-38.05796700087027,145.34664194574287/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9542629739, 145.2138818642","{""coordinates"": [145.2138818642, -37.9542629739], ""type"": ""Point""}",MGA2020 Zone 55,2337,Exner Dr/Brady Rd (Dandenong North),-37.9542629739067,145.2138818642135,3175,343080,5797756,1815,Dandenong North,"https://www.google.com.au/maps/dir//-37.9542629739067,145.2138818642135/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0672370031, 145.3330159465","{""coordinates"": [145.3330159465, -38.0672370031], ""type"": ""Point""}",MGA2020 Zone 55,45762,Lia Amie Pl/Marsh Gr (Berwick),-38.067237003124546,145.33301594649706,3806,353772,5785414,1366,Berwick,"https://www.google.com.au/maps/dir//-38.067237003124546,145.33301594649706/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9709219716, 145.2219249857","{""coordinates"": [145.2219249857, -37.9709219716], ""type"": ""Point""}",MGA2020 Zone 55,27781,Ingrid St/Heatherton Rd (Dandenong),-37.97092197159824,145.22192498574933,3175,343822,5795921,1819,Dandenong,"https://www.google.com.au/maps/dir//-37.97092197159824,145.22192498574933/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1017709925, 145.3160030437","{""coordinates"": [145.3160030437, -38.1017709925], ""type"": ""Point""}",MGA2020 Zone 55,47241,Bushrangers Bvd/Linsell Bvd (Cranbourne East),-38.10177099245378,145.3160030436937,3977,352349,5781555,1369,Cranbourne East,"https://www.google.com.au/maps/dir//-38.10177099245378,145.3160030436937/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9960920029, 145.2254850123","{""coordinates"": [145.2254850123, -37.9960920029], ""type"": ""Point""}",MGA2020 Zone 55,4245,Thomas Carroll Reserve/Box St (Dandenong),-37.99609200291836,145.2254850123486,3175,344188,5793134,1829,Dandenong,"https://www.google.com.au/maps/dir//-37.99609200291836,145.2254850123486/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9763990117, 145.2415460694","{""coordinates"": [145.2415460694, -37.9763990117], ""type"": ""Point""}",MGA2020 Zone 55,1320,Griffith St/Power Rd (Endeavour Hills),-37.97639901174543,145.24154606944717,3802,345557,5795346,1375,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.97639901174543,145.24154606944717/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9876449638, 145.2170008984","{""coordinates"": [145.2170008984, -37.9876449638], ""type"": ""Point""}",MGA2020 Zone 55,4249,Dandenong Plaza SC/McCrae St (Dandenong),-37.987644963795056,145.21700089838913,3175,343425,5794057,1833,Dandenong,"https://www.google.com.au/maps/dir//-37.987644963795056,145.21700089838913/@your+location,17z/data=!4m2!4m1!3e0"
"-37.979573044, 145.2690230638","{""coordinates"": [145.2690230638, -37.979573044], ""type"": ""Point""}",MGA2020 Zone 55,14727,Singleton Reserve/John Fawkner Dr (Endeavour Hills),-37.97957304399559,145.26902306380876,3802,347977,5795039,1378,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.97957304399559,145.26902306380876/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9560400226, 145.2175380237","{""coordinates"": [145.2175380237, -37.9560400226], ""type"": ""Point""}",MGA2020 Zone 55,2861,Brott Ct/Loch Rd (Dandenong North),-37.95604002256076,145.2175380237372,3175,343405,5797565,1842,Dandenong North,"https://www.google.com.au/maps/dir//-37.95604002256076,145.2175380237372/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9843890344, 145.2753878513","{""coordinates"": [145.2753878513, -37.9843890344], ""type"": ""Point""}",MGA2020 Zone 55,14730,Hensley Ct/Conran Ave (Endeavour Hills),-37.98438903443589,145.27538785128033,3802,348546,5794515,1379,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98438903443589,145.27538785128033/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9604160015, 145.2161120665","{""coordinates"": [145.2161120665, -37.9604160015], ""type"": ""Point""}",MGA2020 Zone 55,2865,Wooranna Park Primary School/Carlton Rd (Dandenong North),-37.96041600154035,145.21611206649717,3175,343289,5797077,1845,Dandenong North,"https://www.google.com.au/maps/dir//-37.96041600154035,145.21611206649717/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9844780446, 145.2753180114","{""coordinates"": [145.2753180114, -37.9844780446], ""type"": ""Point""}",MGA2020 Zone 55,14611,Hensley Ct/Conran Ave (Endeavour Hills),-37.98447804463791,145.275318011428,3802,348540,5794505,1381,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.98447804463791,145.275318011428/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9710399618, 145.2172431865","{""coordinates"": [145.2172431865, -37.9710399618], ""type"": ""Point""}",MGA2020 Zone 55,2871,Oasis Pool/Cleeland St (Dandenong),-37.97103996176779,145.2172431865015,3175,343411,5795900,1851,Dandenong,"https://www.google.com.au/maps/dir//-37.97103996176779,145.2172431865015/@your+location,17z/data=!4m2!4m1!3e0"
"-37.989042031, 145.2391149835","{""coordinates"": [145.2391149835, -37.989042031], ""type"": ""Point""}",MGA2020 Zone 55,1818,Kidds Rd/Power Rd (Doveton),-37.9890420310225,145.23911498345456,3177,345370,5793939,1384,Doveton,"https://www.google.com.au/maps/dir//-37.9890420310225,145.23911498345456/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9774829728, 145.2159950655","{""coordinates"": [145.2159950655, -37.9774829728], ""type"": ""Point""}",MGA2020 Zone 55,2873,Dandenong Hospital/Cleeland St (Dandenong),-37.97748297279005,145.21599506549234,3175,343315,5795183,1853,Dandenong,"https://www.google.com.au/maps/dir//-37.97748297279005,145.21599506549234/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9911359713, 145.2387110607","{""coordinates"": [145.2387110607, -37.9911359713], ""type"": ""Point""}",MGA2020 Zone 55,1819,Holy Family School/96 Power Rd (Doveton),-37.991135971282276,145.23871106066392,3177,345339,5793706,1385,Doveton,"https://www.google.com.au/maps/dir//-37.991135971282276,145.23871106066392/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9793700035, 145.2156638656","{""coordinates"": [145.2156638656, -37.9793700035], ""type"": ""Point""}",MGA2020 Zone 55,2874,Ann St/Cleeland St (Dandenong),-37.979370003476824,145.21566386563887,3175,343290,5794973,1854,Dandenong,"https://www.google.com.au/maps/dir//-37.979370003476824,145.21566386563887/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9834219828, 145.2666661464","{""coordinates"": [145.2666661464, -37.9834219828], ""type"": ""Point""}",MGA2020 Zone 55,17161,Thomas Mitchell Dr/John Fawkner Dr (Endeavour Hills),-37.983421982829775,145.26666614637966,3802,347778,5794608,1386,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.983421982829775,145.26666614637966/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9865210426, 145.2284488999","{""coordinates"": [145.2284488999, -37.9865210426], ""type"": ""Point""}",MGA2020 Zone 55,3112,Robert Booth Reserve/Clow St (Dandenong),-37.98652104261202,145.22844889991316,3175,344428,5794201,1860,Dandenong,"https://www.google.com.au/maps/dir//-37.98652104261202,145.22844889991316/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9889540109, 145.2392420631","{""coordinates"": [145.2392420631, -37.9889540109], ""type"": ""Point""}",MGA2020 Zone 55,2181,Pittosporum Gr/Power Rd (Doveton),-37.98895401087289,145.23924206312176,3177,345381,5793949,1387,Doveton,"https://www.google.com.au/maps/dir//-37.98895401087289,145.23924206312176/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9408069815, 145.214970141","{""coordinates"": [145.214970141, -37.9408069815], ""type"": ""Point""}",MGA2020 Zone 55,3134,Hunter St/Outlook Dr (Dandenong North),-37.940806981544696,145.21497014102764,3175,343147,5799251,1870,Dandenong North,"https://www.google.com.au/maps/dir//-37.940806981544696,145.21497014102764/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9667289636, 145.2652261367","{""coordinates"": [145.2652261367, -37.9667289636], ""type"": ""Point""}",MGA2020 Zone 55,27789,Barry Simon Reserve/Gleneagles Dr (Endeavour Hills),-37.96672896359832,145.26522613669712,3802,347617,5796458,1391,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.96672896359832,145.26522613669712/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9445740228, 145.2191810625","{""coordinates"": [145.2191810625, -37.9445740228], ""type"": ""Point""}",MGA2020 Zone 55,3136,Kriegel Way/Outlook Dr (Dandenong North),-37.94457402279704,145.21918106253608,3175,343525,5798840,1872,Dandenong North,"https://www.google.com.au/maps/dir//-37.94457402279704,145.21918106253608/@your+location,17z/data=!4m2!4m1!3e0"
"-37.974498035, 145.2769401699","{""coordinates"": [145.2769401699, -37.974498035], ""type"": ""Point""}",MGA2020 Zone 55,27799,Brando Ct/Reema Bvd (Endeavour Hills),-37.97449803501698,145.27694016988065,3802,348662,5795615,1397,Endeavour Hills,"https://www.google.com.au/maps/dir//-37.97449803501698,145.27694016988065/@your+location,17z/data=!4m2!4m1!3e0"
